spectrum	rt	pref_value
Challenge-059	0.803	-0.30445381140714467
Challenge-022	2.371	-0.2182947329091114
Challenge-029	3.869	0.051244648232243506
Challenge-072	5.838	-0.05644868502075551
Challenge-079	7.17	-0.09489920227223458
Challenge-055	7.722	-0.2999534544496818
Challenge-025	7.996	-0.25438418149779096
Challenge-044	8.138	-0.2407776828118866
Challenge-019	8.189	-0.18758461795986925
Challenge-054	8.428	-0.003465681997397496
Challenge-066	8.487	0.05545644200281763
Challenge-007	8.649	-0.017193064729578822
Challenge-068	8.93	-0.03981142537452076
Challenge-069	9.312	0.006293538342683647
Challenge-011	9.968	-0.10513601608642809
Challenge-052	10.067	-0.12343238420128075
Challenge-001	10.136	-0.016486482081717213
Challenge-067	10.186	-0.17867265813835065
Challenge-032	10.262	0.09004718253282995
Challenge-028	10.327	-0.11526842074066668
Challenge-043	10.353	0.06813761381392558
Challenge-056	10.378	0.14797300329867724
Challenge-074	10.718	0.19820295514110442
Challenge-049	10.829	-0.1604666269515853
Challenge-047	11.007	0.2579286809064447
Challenge-051	11.08	0.03305513795242909
Challenge-035	11.088	0.07552128990758566
Challenge-036	11.207	0.11632985474347945
Challenge-057	11.263	-0.1342147264231337
Challenge-071	11.605	0.07144429246555095
Challenge-077	11.84	0.15063307397047998
Challenge-038	12.064	0.07676836582577629
Challenge-003	12.081	-0.1294116110308785
Challenge-080	12.1	-0.16824318846247976
Challenge-017	12.129	0.07272874389819453
Challenge-021	12.202	-0.07861699507655318
Challenge-081	12.225	0.057728473790140455
Challenge-058	12.301	-0.09146184198463825
Challenge-006	12.689	0.057586711873715224
Challenge-034	12.826	0.21137101659676105
Challenge-048	12.918	0.08090178275393534
Challenge-062	13.097	-0.006710744287832693
Challenge-073	13.298	0.0774961408870043
Challenge-039	13.447	0.2781494028218674
Challenge-060	13.495	-0.008126149582626141
Challenge-037	14.172	0.053288283819103555
Challenge-040	14.383	0.047336534379549544
Challenge-046	14.973	-0.1569022626105987
Challenge-015	16.603	0.2689866838452879
Challenge-023	23.195	-0.08488133795831754
