spectrum	rt	pref_value
Challenge-028	2.371	-0.3735874698513326
Challenge-060	2.379	-0.03520657156421603
Challenge-007	3.869	0.02502516355523987
Challenge-072	5.838	-0.04077345005870592
Challenge-009	5.946	-0.06824832244719659
Challenge-019	5.97	-0.07066998148482817
Challenge-043	6.954	-0.3254642364050877
Challenge-003	7.17	-0.02896637430452073
Challenge-033	7.348	-0.16526697610329666
Challenge-054	7.644	-0.048425098359841545
Challenge-047	7.996	-0.1871156331432724
Challenge-073	8.138	-0.03504540215694529
Challenge-066	8.138	-0.12757425084691287
Challenge-042	8.189	-0.18126214775976268
Challenge-036	8.499	-0.1535458875480817
Challenge-018	8.649	-0.0009194851490343936
Challenge-040	8.72	-0.29090654786354087
Challenge-038	8.93	-0.03734853053503917
Challenge-021	9.312	-0.1714218662377327
Challenge-013	9.737	-0.0903583051409258
Challenge-074	9.989	-0.0188041231572611
Challenge-035	10.136	-0.013320854473252819
Challenge-025	10.186	-0.09912132368727966
Challenge-075	10.262	0.10526412262733942
Challenge-008	10.327	-0.06621198921321358
Challenge-024	10.353	-0.00018902376969265333
Challenge-011	10.378	0.12581937353232142
Challenge-052	10.665	-0.1735299326291937
Challenge-017	10.718	0.06089829166152544
Challenge-044	10.829	-0.1340126008175302
Challenge-081	10.874	0.033328753356177465
Challenge-029	11.08	0.03533788107979774
Challenge-065	11.207	0.1262676284925104
Challenge-053	11.605	0.08419475953838251
Challenge-079	11.651	-0.09032569479147834
Challenge-014	11.84	-0.02259675477681089
Challenge-004	12.064	0.07585756828576773
Challenge-039	12.225	0.0779988405535974
Challenge-055	12.495	0.1337016294944916
Challenge-030	12.512	-0.05143678493746259
Challenge-069	12.689	0.055119394569131064
Challenge-049	12.918	0.06242200545834509
Challenge-037	13.097	-0.0008388200137432467
Challenge-010	13.447	0.18585343183432457
Challenge-078	13.495	-0.11409054950317721
Challenge-045	14.172	0.12920222617231047
Challenge-068	14.274	0.05137009232524692
Challenge-006	14.761	0.13835002353517467
Challenge-064	14.973	-0.1138632462446667
Challenge-026	23.195	-0.07549842411385743
