spectrum	rt	pref_value
Challenge-054	0.803	-0.3654624469143286
Challenge-078	1.964	-0.2867347299259997
Challenge-018	2.371	-0.3236790196028032
Challenge-008	3.869	0.018204744620247126
Challenge-048	5.838	-0.03639832725361014
Challenge-079	5.946	-0.1009124299516948
Challenge-056	5.97	-0.10253190013456148
Challenge-010	6.954	-0.29099537037982515
Challenge-066	7.17	-0.03380265000806393
Challenge-038	7.348	-0.2064763962665478
Challenge-045	7.644	-0.025516365882618075
Challenge-028	7.722	-0.2929487844569625
Challenge-061	7.75	-0.1825383535866476
Challenge-021	8.138	-0.016987184159571456
Challenge-073	8.189	-0.19927903580758155
Challenge-023	8.487	0.12750851245925032
Challenge-035	8.649	0.01031654540581961
Challenge-062	8.846	0.12144668491401411
Challenge-053	8.93	-0.06050854914348491
Challenge-014	9.312	-0.16454319460010502
Challenge-025	9.968	-0.04647716624231002
Challenge-011	10.136	-0.02440926658899123
Challenge-003	10.186	-0.14790040722771103
Challenge-009	10.327	-0.05968147979128702
Challenge-065	10.378	0.1747723436445332
Challenge-013	10.718	0.0343519847464408
Challenge-027	10.874	0.02756963381673172
Challenge-064	11.007	0.211997019050445
Challenge-047	11.08	0.028980451814993202
Challenge-032	11.088	0.06190334581134582
Challenge-057	11.605	0.08605021994174944
Challenge-006	11.651	-0.10009240734384228
Challenge-081	11.84	0.002236200705119984
Challenge-068	12.081	-0.06469051222955047
Challenge-029	12.1	-0.1583176946966276
Challenge-074	12.236	-0.12488246313832807
Challenge-052	12.301	-0.06216160036132745
Challenge-077	12.495	0.19639360712283027
Challenge-036	12.512	-0.16706798290724323
Challenge-067	12.689	0.09175691905924444
Challenge-046	12.826	0.24781366360418033
Challenge-002	12.918	0.08702948748270067
Challenge-075	13.232	-0.19250397254043317
Challenge-043	13.495	-0.08611916325764568
Challenge-040	14.172	0.14696695786825842
Challenge-016	14.274	0.03829640317505989
Challenge-070	14.383	0.0783215621123996
Challenge-007	14.761	0.15805046197108297
Challenge-001	14.973	-0.15132239273097703
Challenge-015	23.195	-0.11979761834535063
