spectrum	rt	pref_value
Challenge-012	0.803	-0.43030585010133393
Challenge-046	1.964	-0.26859029804728873
Challenge-058	2.379	0.053460429717376634
Challenge-036	3.705	-0.13618778846888624
Challenge-018	5.946	-0.004488139840771677
Challenge-024	5.97	-0.04673723889257175
Challenge-069	7.17	-0.08506533682578576
Challenge-027	7.247	-0.093428073500462
Challenge-037	7.75	-0.14667932395314076
Challenge-016	8.138	-0.006625436182318367
Challenge-079	8.186	0.06552512366904839
Challenge-057	8.189	-0.16353151335952942
Challenge-078	8.499	-0.17557831849172417
Challenge-041	8.649	-0.014999595091731432
Challenge-070	8.72	-0.23991824269066964
Challenge-072	8.846	0.07117304780764659
Challenge-001	8.93	-0.020163124962416568
Challenge-028	9.312	-0.17089087221174548
Challenge-068	9.968	-0.032960363786951774
Challenge-060	9.989	-0.004854701653514315
Challenge-004	10.067	-0.05698558291578319
Challenge-029	10.136	-0.006874726548009358
Challenge-026	10.186	-0.051742043082216416
Challenge-011	10.262	0.14447662819539264
Challenge-009	10.562	0.16721674007767362
Challenge-032	10.718	0.018383809635259596
Challenge-005	10.829	-0.07108335065111415
Challenge-048	10.874	0.011389126518345227
Challenge-077	11.007	0.19886945057161975
Challenge-044	11.08	0.027533152638731018
Challenge-043	11.088	0.07861891396750864
Challenge-051	11.207	0.1662770408019676
Challenge-054	11.263	-0.09203661412627029
Challenge-025	11.605	0.10359373946160799
Challenge-020	11.651	-0.08672356375638701
Challenge-045	11.84	-0.0019972770706659926
Challenge-034	12.081	-0.12022371679761346
Challenge-021	12.1	-0.14903980757151913
Challenge-047	12.129	0.08717894677542168
Challenge-049	12.225	0.08511979543509707
Challenge-075	12.301	-0.032403644419610966
Challenge-062	12.918	0.043940755375725615
Challenge-008	13.097	0.014723328554045345
Challenge-053	13.232	-0.1661002481003131
Challenge-035	13.447	0.11398536741601895
Challenge-056	14.274	0.04755338221193606
Challenge-052	14.383	0.022461038416032197
Challenge-080	14.761	0.08771314188458668
Challenge-002	14.973	-0.062819953835767
Challenge-033	16.603	0.19006365141728665
