spectrum	rt	pref_value
Challenge-056	0.803	-0.44199473157231495
Challenge-031	1.964	-0.3079346080963994
Challenge-057	2.371	-0.4060944262917374
Challenge-015	3.705	-0.19679359463248147
Challenge-030	3.869	0.03180310201070924
Challenge-079	5.97	-0.10975106555304492
Challenge-052	7.348	-0.24670987929301136
Challenge-053	7.722	-0.3360024358903164
Challenge-022	7.996	-0.3184140580963497
Challenge-018	8.138	-0.05328282509904625
Challenge-074	8.138	-0.22029479853499723
Challenge-077	8.186	0.058217383344100426
Challenge-054	8.428	-0.08126756450332095
Challenge-001	8.649	-0.030524442743955937
Challenge-048	8.72	-0.33102150574099554
Challenge-002	9.737	-0.11163946269386926
Challenge-003	9.943	-0.002761972037833793
Challenge-071	10.186	-0.09158047675871117
Challenge-017	10.327	-0.16337254055963513
Challenge-019	10.353	0.06238206914990274
Challenge-020	10.665	-0.025462712426351786
Challenge-025	10.718	0.012729637332496435
Challenge-069	10.874	-0.003496988619144048
Challenge-061	11.007	0.2548353790205571
Challenge-042	11.088	0.03161374856058741
Challenge-005	11.207	0.17897097219255786
Challenge-043	11.262	-0.12783779578706955
Challenge-058	11.263	-0.11691285499154969
Challenge-049	11.605	0.08623688579696953
Challenge-073	11.651	-0.11881752935279621
Challenge-080	11.84	-0.014751788105163754
Challenge-070	12.081	-0.14368149147802223
Challenge-038	12.1	-0.15671353413433664
Challenge-051	12.129	0.17473121256187119
Challenge-013	12.225	0.06801526008229608
Challenge-060	12.236	-0.09496098210626602
Challenge-050	12.301	-0.09225595380993523
Challenge-026	12.398	-0.11010513188776194
Challenge-066	12.689	0.06942468868085294
Challenge-009	12.918	0.05696416710957397
Challenge-081	13.097	-0.012294137136070749
Challenge-039	13.232	-0.21938053518561662
Challenge-036	13.298	0.06252517319158635
Challenge-062	13.495	-0.052185846751941156
Challenge-006	14.172	0.048187586689454776
Challenge-063	14.355	-0.06384561668148292
Challenge-046	14.383	-0.06384561668148292
Challenge-045	14.973	-0.08346292196020144
Challenge-068	16.603	0.36772295190704085
Challenge-076	23.195	-0.06510625065052889
