spectrum	rt	pref_value
Challenge-006	1.964	-0.15512294834515505
Challenge-056	2.379	0.013006998138005654
Challenge-055	3.869	0.04546250620972869
Challenge-078	5.838	0.04389870798086265
Challenge-068	6.954	-0.19940824080017938
Challenge-039	7.17	-0.023542313969600437
Challenge-027	7.247	-0.056061829273060804
Challenge-035	7.348	-0.10446081992490563
Challenge-079	7.722	-0.14299981398456274
Challenge-046	7.75	-0.09742465300123404
Challenge-041	8.138	-0.08497709219124872
Challenge-007	8.186	0.07310097085726247
Challenge-038	8.189	-0.1014113554720929
Challenge-002	8.487	0.00937376070224305
Challenge-061	8.72	-0.09816033916604594
Challenge-031	8.846	0.059436147622245486
Challenge-063	8.93	0.02202213709321532
Challenge-052	9.737	-0.03791060418467063
Challenge-069	9.943	-0.04337841362931494
Challenge-074	10.136	0.03176399235719651
Challenge-015	10.327	-0.0385225837499753
Challenge-030	10.353	0.0641655481960556
Challenge-065	10.378	0.14033382837192443
Challenge-023	10.562	0.09940814826312949
Challenge-012	10.874	0.039689483407850466
Challenge-010	11.007	0.10840318529204673
Challenge-059	11.262	-0.053703882276853215
Challenge-004	11.605	0.0917704807280953
Challenge-011	11.651	-0.03958219163514398
Challenge-060	11.84	0.028716319471126794
Challenge-013	12.064	0.06709656865363889
Challenge-040	12.081	-0.04909411259051133
Challenge-073	12.1	-0.07980475013129329
Challenge-057	12.129	0.05809517418060027
Challenge-067	12.202	-0.030267275937300275
Challenge-053	12.225	0.053816842344825755
Challenge-028	12.236	-0.06247563308597237
Challenge-062	12.301	0.04277975450008831
Challenge-020	12.398	-0.058208270308992005
Challenge-050	12.512	-0.06273818953505084
Challenge-058	12.826	0.017548328090413623
Challenge-019	12.918	0.034367006467872996
Challenge-026	13.097	0.009999114831977407
Challenge-021	13.298	0.03326767944978681
Challenge-072	13.447	-0.02667625613841995
Challenge-071	13.495	-0.07438390318365873
Challenge-016	14.172	0.07536910329659352
Challenge-080	14.761	-0.04105808348268347
Challenge-054	14.973	-0.03635675397369886
Challenge-045	16.603	0.02946456773179662
