spectrum	rt	pref_value
Challenge-075	1.964	-0.32686764262715684
Challenge-022	2.371	-0.5001469168753037
Challenge-020	2.379	0.049443168222023104
Challenge-073	3.705	-0.1503298708427998
Challenge-069	5.838	-0.015000740320149308
Challenge-004	6.954	-0.29656114542741463
Challenge-002	7.17	-0.06433708292939899
Challenge-070	7.722	-0.30939073600711176
Challenge-074	7.75	-0.1882476963435884
Challenge-031	8.138	-0.21999620993240132
Challenge-025	8.186	0.07176525719849014
Challenge-023	8.428	-0.08361621892147753
Challenge-024	8.487	1.4736735509224275e-05
Challenge-016	8.499	-0.2031701611319381
Challenge-052	8.649	-0.01770207703004445
Challenge-007	8.72	-0.3346849190210417
Challenge-003	8.846	0.12389036473191017
Challenge-051	9.312	-0.07025566065857092
Challenge-015	9.943	-0.031900947611468666
Challenge-027	9.968	-0.06324830850346075
Challenge-056	9.989	0.036574413026476016
Challenge-042	10.186	-0.04700253863370207
Challenge-026	10.262	0.1475414021991508
Challenge-046	10.353	0.07565244339876576
Challenge-041	10.562	0.18373591231060615
Challenge-045	10.665	-0.05387343431493541
Challenge-043	10.718	0.02577606858500775
Challenge-053	10.874	0.022283146247945584
Challenge-033	11.007	0.20094994385650988
Challenge-032	11.08	0.01373025093762692
Challenge-062	11.088	0.0796976620928187
Challenge-019	11.262	-0.1148309751639971
Challenge-047	11.263	-0.07454631192981687
Challenge-066	11.605	0.10140252384880188
Challenge-029	11.651	-0.11828431434769104
Challenge-050	11.84	0.01826485270444156
Challenge-054	12.081	-0.10899959822855587
Challenge-068	12.1	-0.17605674567917706
Challenge-039	12.202	-0.05307849371423701
Challenge-010	12.236	-0.12423208128539898
Challenge-061	12.301	-0.08638633129092987
Challenge-064	12.495	0.17840415635762807
Challenge-037	12.512	-0.11838377853033544
Challenge-011	12.689	0.10678195886425845
Challenge-005	12.918	0.09922064573105693
Challenge-048	13.097	0.015159132316407309
Challenge-059	13.232	-0.1905431555433112
Challenge-036	13.495	-0.0642770153953558
Challenge-065	14.172	0.09706382651800016
Challenge-057	14.274	0.09075363920534363
