k	top_acc_perc__casmi	top_acc_perc__csi
1	25.0	27.472442191954382
2	38.0	39.44488438390877
3	47.0	48.75065990919649
4	56.00000000000001	55.889768767817536
5	59.0	60.228877626438596
6	61.0	61.23465315172631
7	63.0	62.573762010347366
8	64.0	64.41287086896843
9	65.0	65.91864639425614
10	69.0	68.72442191954386
11	69.0	69.69686411149824
12	70.0	70.91173054587688
13	71.0	72.12659698025551
14	72.0	72.67479674796748
15	73.0	73.88966318234611
16	77.0	77.10452961672475
17	79.0	80.06939605110338
18	80.0	81.56759581881535
19	81.0	82.06579558652732
20	82.0	82.56399535423928
21	83.0	82.93719512195125
22	84.0	83.31039488966321
23	84.0	83.48359465737518
24	84.0	83.65679442508714
25	85.0	83.8299941927991
26	85.0	84.00319396051107
27	85.0	84.17639372822303
28	85.0	84.349593495935
29	85.0	84.39779326364696
30	86.0	85.44599303135892
31	87.0	86.49419279907089
32	87.0	86.54239256678285
33	87.0	86.59059233449481
34	87.0	86.63879210220678
35	87.0	86.68699186991874
36	87.0	86.7351916376307
37	87.0	86.78339140534267
38	87.0	86.9982578397213
39	87.0	87.21312427409994
40	87.0	87.42799070847857
41	88.0	87.64285714285721
42	88.0	87.8333333333334
43	88.0	88.00000000000007
44	88.0	88.00000000000007
45	88.0	88.00000000000007
46	88.0	88.00000000000007
47	88.0	88.00000000000007
48	88.0	88.50000000000007
49	89.0	89.00000000000007
50	89.0	89.00000000000007
51	89.0	89.00000000000007
52	89.0	89.00000000000007
53	89.0	89.00000000000007
54	90.0	90.00000000000007
55	90.0	90.00000000000007
56	91.0	91.00000000000007
57	91.0	91.00000000000007
58	92.0	92.00000000000007
59	92.0	92.00000000000007
60	92.0	92.00000000000007
61	92.0	92.00000000000007
62	92.0	92.00000000000007
63	92.0	92.00000000000007
64	92.0	92.00000000000007
65	92.0	92.00000000000007
66	92.0	92.00000000000007
67	92.0	92.00000000000007
68	92.0	92.00000000000007
69	92.0	92.00000000000007
70	92.0	92.00000000000007
71	92.0	92.00000000000007
72	92.0	92.00000000000007
73	92.0	92.00000000000007
74	92.0	92.00000000000007
75	92.0	92.00000000000007
76	92.0	92.00000000000007
77	92.0	92.00000000000007
78	92.0	92.00000000000007
79	92.0	92.00000000000007
80	92.0	92.00000000000007
81	92.0	92.00000000000007
82	92.0	92.00000000000007
83	92.0	92.00000000000007
84	92.0	92.00000000000007
85	92.0	92.00000000000007
86	92.0	92.00000000000007
87	92.0	92.00000000000007
88	93.0	93.00000000000007
89	93.0	93.00000000000007
90	93.0	93.00000000000007
91	93.0	93.00000000000007
92	93.0	93.00000000000007
93	93.0	93.00000000000007
94	93.0	93.00000000000007
95	93.0	93.00000000000007
96	93.0	93.00000000000007
97	93.0	93.00000000000007
