sample_id	sequence_length	dataset	k	n_top_k
43	58	EA_positive	1	29.25
43	58	EA_positive	5	49.5
43	58	EA_positive	10	52.0
43	58	EA_positive	20	54.0
44	47	EA_negative	1	19.833333333333332
44	47	EA_negative	5	40.5
44	47	EA_negative	10	44.0
44	47	EA_negative	20	46.00000000000001
45	66	EA_positive	1	32.5
45	66	EA_positive	5	53.5
45	66	EA_positive	10	59.0
45	66	EA_positive	20	63.0
46	56	EA_positive	1	29.0
46	56	EA_positive	5	43.5
46	56	EA_positive	10	51.0
46	56	EA_positive	20	55.0
47	41	positive	1	19.0
47	41	positive	5	26.0
47	41	positive	10	31.0
47	41	positive	20	37.0
