sample_id	sequence_length	dataset	k	n_top_k
31	47	EA_negative	5	33.0
31	47	EA_negative	10	36.0
31	47	EA_negative	20	40.0
32	41	positive	1	20.0
32	41	positive	5	29.0
32	41	positive	10	34.0
32	41	positive	20	38.0
33	60	EA_positive	1	22.0
33	60	EA_positive	5	42.0
33	60	EA_positive	10	49.0
33	60	EA_positive	20	53.0
34	41	positive	1	18.0
34	41	positive	5	33.0
34	41	positive	10	35.0
34	41	positive	20	38.0
35	60	EA_positive	1	26.0
35	60	EA_positive	5	43.0
35	60	EA_positive	10	49.0
35	60	EA_positive	20	51.0
36	47	EA_negative	1	20.0
36	47	EA_negative	5	31.0
36	47	EA_negative	10	35.0
36	47	EA_negative	20	42.0
37	72	EA_positive	1	37.0
37	72	EA_positive	5	55.0
37	72	EA_positive	10	60.0
37	72	EA_positive	20	63.0
38	41	positive	1	19.0
38	41	positive	5	33.0
38	41	positive	10	35.0
38	41	positive	20	38.0
39	41	positive	1	20.0
39	41	positive	5	33.0
39	41	positive	10	35.0
39	41	positive	20	38.0
40	54	EA_positive	1	25.0
40	54	EA_positive	5	35.0
40	54	EA_positive	10	42.0
40	54	EA_positive	20	45.0
41	25	negative	1	7.0
41	25	negative	5	12.0
41	25	negative	10	15.0
41	25	negative	20	21.0
42	55	EA_positive	1	22.0
42	55	EA_positive	5	40.0
42	55	EA_positive	10	47.0
42	55	EA_positive	20	49.0
43	58	EA_positive	1	26.0
43	58	EA_positive	5	42.0
43	58	EA_positive	10	50.0
43	58	EA_positive	20	52.0
44	47	EA_negative	1	18.0
44	47	EA_negative	5	31.0
44	47	EA_negative	10	36.0
44	47	EA_negative	20	42.0
45	66	EA_positive	1	30.0
45	66	EA_positive	5	44.0
45	66	EA_positive	10	54.0
45	66	EA_positive	20	59.0
46	56	EA_positive	1	23.0
46	56	EA_positive	5	40.0
46	56	EA_positive	10	47.0
46	56	EA_positive	20	50.0
47	41	positive	1	18.0
47	41	positive	5	32.0
47	41	positive	10	35.0
47	41	positive	20	39.0
