k	top_acc_perc__casmi	top_acc_perc__csi
1	30.0	32.38153310104529
2	46.0	47.76306620209059
3	56.99999999999999	59.72793263646922
4	63.0	64.02613240418118
5	69.0	69.02433217189315
6	72.0	73.18919860627177
7	74.0	74.43739837398374
8	75.0	75.1855981416957
9	75.0	75.43379790940767
10	77.0	77.48199767711964
11	77.0	77.86353077816493
12	79.0	79.24506387921022
13	80.0	81.26945412311267
14	81.0	82.46051103368177
15	82.0	83.15156794425087
16	85.0	85.34262485481997
17	85.0	85.53368176538908
18	85.0	85.72473867595818
19	85.0	85.91579558652728
20	85.0	85.96399535423924
21	86.0	86.01219512195121
22	87.0	86.06039488966317
23	87.0	86.10859465737514
24	87.0	86.1567944250871
25	87.0	86.20499419279906
26	87.0	86.25319396051103
27	87.0	86.30139372822299
28	88.0	87.34959349593495
29	88.0	87.39779326364692
30	88.0	87.94599303135888
31	89.0	88.49419279907085
32	89.0	88.54239256678281
33	89.0	88.59059233449477
34	89.0	88.63879210220674
35	89.0	88.6869918699187
36	89.0	88.73519163763066
37	89.0	88.78339140534263
38	89.0	89.33159117305459
39	90.0	89.87979094076655
40	90.0	89.92799070847852
41	90.0	89.97619047619048
42	90.0	90.0
43	90.0	90.0
44	90.0	90.0
45	90.0	90.0
46	90.0	90.0
47	90.0	90.0
48	90.0	90.0
49	90.0	90.0
50	90.0	90.0
51	90.0	90.0
52	90.0	90.0
53	90.0	90.0
54	90.0	90.0
55	90.0	90.0
56	90.0	90.0
57	90.0	90.0
58	90.0	90.0
59	90.0	90.0
60	90.0	90.0
61	90.0	90.0
62	91.0	91.0
63	91.0	91.0
64	91.0	91.0
65	91.0	91.0
66	91.0	91.0
67	91.0	91.0
68	91.0	91.0
69	91.0	91.0
70	91.0	91.0
71	91.0	91.25
72	91.0	91.5
73	92.0	91.75
74	92.0	92.0
75	92.0	92.0
76	92.0	92.0
77	92.0	92.0
78	92.0	92.0
79	92.0	92.0
80	92.0	92.0
81	92.0	92.0
82	92.0	92.0
83	92.0	92.0
84	92.0	92.0
85	92.0	92.0
86	92.0	92.0
87	92.0	92.0
88	92.0	92.0
89	92.0	92.0
90	92.0	92.0
91	92.0	92.0
92	92.0	92.0
93	92.0	92.0
94	92.0	92.0
95	92.0	92.0
96	92.0	92.0
97	92.0	92.0
98	92.0	92.0
99	92.0	92.0
100	92.0	92.0
101	92.0	92.0
102	92.0	92.0
103	92.0	92.0
104	92.0	92.0
105	92.0	92.0
106	92.0	92.0
107	92.0	92.0
108	92.0	92.0
109	92.0	92.0
110	92.0	92.0
111	93.0	93.0
112	93.0	93.0
113	93.0	93.0
114	93.0	93.0
115	93.0	93.0
116	93.0	93.0
117	93.0	93.0
118	93.0	93.0
119	93.0	93.0
120	93.0	93.0
121	93.0	93.0
122	93.0	93.0
123	93.0	93.0
124	93.0	93.0
125	93.0	93.0
126	93.0	93.0
127	93.0	93.0
128	93.0	93.0
129	93.0	93.0
130	93.0	93.0
131	93.0	93.0
132	93.0	93.0
133	93.0	93.0
134	93.0	93.0
135	93.0	93.0
136	93.0	93.0
137	93.0	93.0
138	93.0	93.0
139	93.0	93.0
140	93.0	93.0
141	93.0	93.0
142	93.0	93.0
143	93.0	93.0
144	93.0	93.0
